,eng_reference,trimmed_segment_path
838,Let's find some sweet to eat. I asked my mom. We went so Siam when we were teenagers. We ate Bingsu. Honey toast. What did they do? What did they eat? Where did they go? What was popular?,combined_clean_all/combined_output_839.wav
839,What was popular when you were teenager? What was a must to eat and to go? When did you mean? University time. I liked to eat grass jelly. Grass jelly? Is there grass jelly in Bangkok? Yes. Really? Yes. Do you remember the shop? I'll take you there.,combined_clean_all/combined_output_840.wav
840," In the university. Oh, in the university. It was popular in your university gt  Did you live in a dorm? Yes, I was. Okay. And you? How were you in high school? Shaking bucket ice cream. 2 3 baht each? If you got a rad stick after eating, you'd get another one free.",combined_clean_all/combined_output_841.wav
841,"Really? Great. If you got a rad stick after eating, you'd get another one free. Great. Did you get it free often? So often. Because I painted it myself. Our moms and us are so full now. Let's go back home. Okay, I have to massage my mouth first.",combined_clean_all/combined_output_842.wav
842,"Why? I want to melt my fat. I ate a lot. He ate a little. We're home now. I took my mom and mama to eat a lot. I saw them eat lots of things. Yummy? So yummy.  Like it? Yes, I ate my favourite today.",combined_clean_all/combined_output_843.wav
843,"Really? What? Mala. Don't you have stinging gums now. No stinging gums and mouth and no sensitive teeth. Because I have good product. What is it? This is my helper. How good is it, mom? No stinging gums and mouth and no sensitive teeth. Great, let me see.",combined_clean_all/combined_output_844.wav
844,"It is a toothpaste for people over 40. There are herbs such as lemongrass and herbs. Let me smell it. Great smell. When we were eating shabu, Both talked about oral health. We don't have to wait to be old and take care of them.",combined_clean_all/combined_output_845.wav
845,"We can take care of our oral health when we're young. Our teeth will be strong, we don't have to wait for us to grow old. It's very good to take care of our teeth early. Let me brush my teeth with you. Sure. Let's brush our teeth. We've done brushing our teeth. Let's go to bed.",combined_clean_all/combined_output_846.wav
846,"Yeah. We've brushed our teeth. I was so happy today. I felt the our mission was completed. Yes. I believe our moms were happy. Yes, they were. So were we to see our moms could eat yummy food again.",combined_clean_all/combined_output_847.wav
847,"They rarely ate things we we went out. Their teeth were sensitive and thier gums hurted. I've tested it. Yes, I did. Fluocaril 40 Herbal gum care I think it smells very herbal. My gum and breath are very fresh. Good smell? Fresh. Very good smell.",combined_clean_all/combined_output_848.wav
848,"You're not 40. Why did you try it? I don't want to wait. From what you told us at Haidilao. I felt... Scared? Why do we have to wait? Our oral health can't wait. Our teeth will be strong. We have share good product with you. You can buy it at Lotus, Big C,",combined_clean_all/combined_output_849.wav
849,"Watson, Tops,  Gourmet Market, Lazada and Shopee. You can visit the link here. Yeah. Okay, we are leaving now. If you want us to make a clip about moms and sons, please leave your comment, we'll do it for you.",combined_clean_all/combined_output_850.wav
850,"We have to go now. But we're saying goodbye by... it's the secret that we do. We'll kiss our moms like this. We have to go now, bye. Kiss me. Bye. What do you feel is the biggest mistake? Children are people who have a lot of ego.",combined_clean_all/combined_output_851.wav
851,"Actually, it's a bad habit. Simply put, it's What are the main factors that that person will encounter? Encountering failure in life, teenagers should Realizing that we have more time What do we take the time to do? Suppose I say that you A father at this age might already sound scary. By then, he should have been in good health and able to see us. Well, how many years? Right? Let's say you, you.",combined_clean_all/combined_output_852.wav
852,"Saying you see each other once a month counts. How many times has there been a day that he hasn't been here? You will take all the money you didn't earn. Oh, how many people would like to meet him again? that people who don't realize this already come and sit What I really regret later is that it was a huge mistake. Because we are born only once and we are Won't use it the way it was meant to be used.",combined_clean_all/combined_output_853.wav
853,"The new generation should have soft skills or whatever skills they have with them. We are not good at them. The end of everything is the person who doesn't know anymore. I'm not ashamed and when I ask, I don't think it's called that. Is it stupid to call it smart to ask? Experiencing other people's lives. That he takes a lot of time is a good thing. Well, the only thing you have is limited is This time is a cheating formula for happiness. He said that it is to be right. When we eat food, we eat it.",combined_clean_all/combined_output_854.wav
854,"Even if it's the most delicious, eat it alone. It's not very delicious, it's more fun than that. So much so if you go to eat for the second time and you bring a friend who has never eaten there, the most important thing As for P Moo's life, what is it? Try to enjoy the present. It's Enjoy what you have right now because. Say it ain't coming, what you",combined_clean_all/combined_output_855.wav
855,"I want to be. It always comes up. Today I had a chance to talk with P Moo. Ukbee, the godfather of many Thai teaching circles. You should have listened to P Mu Nai's interview. We've been talking about business and investing. Today we will talk about the topic. of the basics of life, talking about experiences at that age",combined_clean_all/combined_output_856.wav
856,"Pee Moo's children talk about the value of time. We should pay more attention to each other and what is Important in our lives, I believe this conversation It will help us to revisit our thoughts and Develop life more than Originally came with hello, hello, hello. Thank you very much, Pee Moo. I feel honored.",combined_clean_all/combined_output_857.wav
857,"So much for letting us invade Ubi immediately. Yes, P O, I'm glad you came to visit the company today. This is it. I have come to visit the local people now. I want to. I'll ask about the overall picture in 2023. How was the Year of the Pig? In terms of life, what kind of business is this? Is that right? Actually, it's 2023. This is the year that's called, well, in business terms.",combined_clean_all/combined_output_858.wav
858,"It should start to recover from Covid. A means. That if we look at it all together, I think it's in an overwhelming sense. Then there will be a good business during Covid. Ah, and then when ah business was bad during Covid. What the heck are tourists doing if it's in their hat? Ukbee is a good business. That means During Covid, it was good because the children were at home. Spend more time with online content reviewers.",combined_clean_all/combined_output_859.wav
859,"Yes, the business is good, but the people I invested in Those who travel or something like that will. Many were affected, and this year they all recovered and some may not survive. It will be closed, but in terms of personal life, it is. A good year means that lately I have There are many more roles besides acting. What do investors do with funds, chat tanks, and crypto?",combined_clean_all/combined_output_860.wav
860,"Anyway, I feel like this is the year I've tried it. There are many things and then I feel like... I have learned a lot more in the past year. Yes, sir. I saw Pee Moo say that there are many. There's a lot of roles, so let P Moo start updating his life. At present, it is said that now Pee Moo What are you doing or what roles do you have? I have to take some responsibility, sir. If",combined_clean_all/combined_output_861.wav
861,"Regarding work, it means that when people If you call me, what do you call Mr. Moo Ookbee? Because it's actually the first startup that has done it, which means that it was done before. There are a lot of companies, even though they are SMEs, they hire people to write programs here and there. Because of that, my main job right now is still being the CEO at Uok Bee, but Uk is called Uh.",combined_clean_all/combined_output_862.wav
862,"We've been around for a long time and about 10 years now. For over 10 years, we're the pioneers and the next generation. Pioneering, inside there will be children's companies. It's about oh 89 companies downstairs. Me and Ubi were like oh my. It's like investing in your children's companies. The business will be in a subsidiary company and there will be a CEO who we run. Therefore, this is the case.",combined_clean_all/combined_output_863.wav
863,"It's like being a CEO or a high level executive, but Day to Day has someone running it for you. But the other one will be where Active will be about investing, running funds. Right now there are 4 funds, 4 funds, there are also uh 500 tuk tuk 1, 500 tuk tuk 2 and the fund that works with or, the name is Orson. And now there is a newest fund called Ground",combined_clean_all/combined_output_864.wav
864,", which invests in the Asset Class that is cryptocurrency. This one will be Investor Hat Investor Hat also invests. People come and propose ideas and invest money. If you see it, what kind of tanking items will there be? Ngee is another item that will be. It's like a TV show and people come and talk about it. Invest and like to watch a lot. Yes, because of that, the hat is",combined_clean_all/combined_output_865.wav
865,"Mostly it will be in the cap of the investment made. The project itself also wants to be in its own fashion. This is besides investing, I want to do it. New projects. Do new projects that don't seem like they've been done yet. Has anyone done something like this in Thailand? I really enjoyed the story of these ships. There's a lot of work to see, Pee Moo, like this in During his free time, does P Moo have any hobbies?",combined_clean_all/combined_output_866.wav
866,"What are some of your favorite activities? Trying to spend time now, I spend time with. My father is getting older and I'm getting older. And Father is even more concerned than this. I'm trying to. Find an activity to do together because you like playing golf. So I have to sit down and practice golfing every week. Just find the time to go and the rest will happen. I got to exercise and it was a matter of fitness.",combined_clean_all/combined_output_867.wav
867,"Whatever relationship is related to health, we'll share it. When I go, it's an activity that I really like to do. I like the idea of being interested in crypto. It's about technology these days, so it's late at night. Suddenly I went back to my house and researched alone. Even if you do it alone, you'll still have fun with those things. It is also considered a leisure activity. For one thing, before going to bed, I like to read cartoons with people.",combined_clean_all/combined_output_868.wav
868,"I read comics online, and I read them all. Read every story, what are the most famous stories? Well, just read a little, sometimes a lot. Too often I can't read it in time, but if I read it it makes me sleepy. And then fell asleep and it was one that had a type of drill. What style do you think this cartoon must be? The real story is that it's a cartoon if you read it. As you go on you will feel that it is similar.",combined_clean_all/combined_output_869.wav
869,"Sometimes we read and we can guess that The pot is like this, but I think sometimes we I want to enjoy the story that we can guess. I don't know. It's the same as usual. Everyone has read Lo Ling, right? It's so popular that I just did it. Is it animation? Go back and watch it again. Well, there are a lot of famous stories in the country. We read most of them and read almost all of them, but some.",combined_clean_all/combined_output_870.wav
870,"Some stories are very long, like One Piece. I gave up and said yes. I couldn't hold it until it fell off once and at what point did it happen? If you're busy, don't worry, I just missed it and didn't even read it. Later it became a webtoon. Watch it and read it. It's easy, just watch the series and watch it. What is this famous story? Pee Moo looks like a person. I'm very good at dividing my time. Oh, no, it has to be like this.",combined_clean_all/combined_output_871.wav
871,"This guy is really very sexy, like watching it in the car. Some things are stupid, what are they trying to do? Try doing many things, sit back and watch with me. I'd like to go back in time for P Moo to when P Moo was 18 years old. Wow, it's been a long time. Back in those days, was it the internet or not? I want to know, at that time, did you see yourself as a person? How about this? Around 20 or 30 years of my",combined_clean_all/combined_output_872.wav
872,"life, I was working at a company that hired people to write programs. And life is a lot more chill, I mean. Own a business and have an income You can support yourself. You can support yourself. The family is settled and then chill and work. You can just quit any job for a year. Bonuses also go on trips like any entrepreneur. For one thing, it's only been about the last 10",combined_clean_all/combined_output_873.wav
873,"years since I started doing startups and then started investing. So I got to know a lot of people and became like that. It's like he's gotten older but is about 10 times busier than before, which is actually a matter of time. We probably had a conversation about Ye, that is, if we could go back in time. You can go. I want to be happy in a bad way. All of the income is everything.",combined_clean_all/combined_output_874.wav
874,"And then I want to go back and know that we really can do it. There was a lot more than this when the episode was about 10 years ago in order to have time. I've done more of these things and started. I feel like when I was a kid I didn't know many things. Yes, I work and I think that people have to accumulate to some degree. Most teenagers. Well, let's say I look at YouTube. What do you see here?",combined_clean_all/combined_output_875.wav
875,"You may have one goal in life. I want to have financial stability. That financial stability is enough. At some point it will start to become stable. I mean, after that, it was. As for the excess, what is the target age range? When I was a kid, everyone was around 10 years old. Actually, since I was 10 years old,",combined_clean_all/combined_output_876.wav
876,"I, well, kids like stories. Technology, but in the past I must say that In Thailand, there weren't many of them when I was a kid. Like sitting here, before there was no YouTube. at all, when I was a teenager, that's why I What should I call it to buy an Audio Book? The Audio Book format is cet. I don't know if you're up to date or not. If it",combined_clean_all/combined_output_877.wav
877,"is cet, then it depends on the person. Read Gates's book, that person's book. In the past, he was still working at Microsoft. Now he's gone, and we felt like, wow, the world is so big. Right away and I want to do it. Technology, but it's been more than 10 years since then. Hired to write programs to assemble computers at Pantip. What's wrong with this is what's available in Thailand. with technology, but in the end it also came to an end",combined_clean_all/combined_output_878.wav
878,"Occupation is a programmer for hire. Freelance programming was when I was a kid. And then I felt like, hey, I can earn money, I can earn money. If you can, go and open a company that hires you to write programs. But everyone may not know what it actually is. It, uh, means that it's a smartphone. It was the first Thai computer. It means that before, if there was no iPhone",combined_clean_all/combined_output_879.wav
879,"or Android, there was no startup in Thailand, no Grab, no Lazada, no Shopee because people didn't have computers. To go in and order things, that's because of the Thai startup industry or any new business that we The people talking here only happened about 10 years ago, which is before my assumption. Making Tai Nia, the work I do is writing for hire.",combined_clean_all/combined_output_880.wav
880,"The program is for large companies which have less than 50 companies, namely banks, a set of 100 companies in major stock exchanges and government agencies. What's going on with the computer industry in Thailand? It's only there because it doesn't have any minor meanings. Even though he doesn't have a startup, that's enough. This time, it's a turning point that Bab Ae has made. Oh, and then you get to be involved with these guys, hey people.",combined_clean_all/combined_output_881.wav
881,"If you start having a smartphone, you can sell things online. Something like this turned out to be just us. I'm going to bring Jephuma to do it today because of that. Instead, he asked if it had happened back then. What I want to do is still a simple idea. It's like, well, what do we like and if we do that? You should be able to earn money too. It's a good thing. Actually, I think",combined_clean_all/combined_output_882.wav
882,"there are people who have already done these two things. Well, I think I'm a lucky person. It means that other matters are hypothetical. There are 5 things in life. That is, there are There's money. There's work involved, right? Yes. There are health issues in love relationships. And then there's the issue of Peace of mind, which means that, yes, it's heavy and everything is heavy.",combined_clean_all/combined_output_883.wav
883,"There is a minimum, minimum means that is if it is lower. At a minimum, others will suffer such as If our health is not good, we have no energy to go to work. Do you have the energy to earn money or not enough money? Nie can't concentrate on taking care of his health or anything. Like, there will be a minimum. Staying but enough to exceed the minimum, that's it. Who is going to focus on what? Children, we never think about this. What is the health of relationships because of it?",combined_clean_all/combined_output_884.wav
884,"What is it called in English? Take it for granted. What's so good about your health? And then it's like that. We don't really care about anything in our relationship. I'm sorry for the kids, but because I feel like I have There's a lot of time, so it's probably a problem for kids. It's a matter of identity, it's a matter of being. What is your identity like, what is your job like? I want to have a lot of money. Everyone is probably confused.",combined_clean_all/combined_output_885.wav
885,"Children will focus on something like that but The lucky person is able to do these 2 things. We got to go together. It means that at a certain point You, you imagine that at one point, this is the person who Even though he has a lot of income, he has status. The finances are stable and he continues to work because That work is like being yourself. Some of their personalities work more than before, right?",combined_clean_all/combined_output_886.wav
886,"Don't look like the Prime Minister or something. But even businessmen work more in one day. What else is wrong? Because it shows that the two sinks and the two things are related. And working isn't just about finding. Income, but it's enough, it's related. There will be people who sometimes go to work without That doesn't need money or goes to earn money.",combined_clean_all/combined_output_887.wav
887,"But it's not a job that I like because So when I was a kid, if I could go back in time So I feel like I'm a lucky person. The things that we like until today, for 20 3 years, I've only done things that I like and I've been lucky. He got money for something stupid. I feel like, well, it's like, if, if, if people Luckily, there should be these 2 things first. The other things are quite similar. Relationships, health or anything, don't worry about these 2",combined_clean_all/combined_output_888.wav
888,"things, it's true that they can coexist together. Oh well, I think it takes time. Does it take time or does it take some level of preparation? This must be found, but it doesn't mean that It means like this, that day I went to talk with a friend. Another person felt that maybe it was me. Maybe try to change yourself so that people will like you. In things that earn money, it means that we",combined_clean_all/combined_output_889.wav
889,"work day today, but I feel that we I don't like anything about it, but I believe that In fact, it may change itself to like These things are the same because when we are old. It started to increase and I felt like I was too. Constantly changing, meaning that every 5 years, 10 years will see a change of things. I myself see the world changing. What has changed here? Don't be fooled, it might be something like that. We may change ourselves to like other things.",combined_clean_all/combined_output_890.wav
890,"I got something like this at first. What we are doing we may not yet have. I really like it, but at some point we can Adjust yourself to love what you can do because Because the truth is that many people choose a career. Well, from the story I learned, it means that when The children probably seem to like the story. This is what I want to study about this.",combined_clean_all/combined_output_891.wav
891,"Worked in this line of work but then ended. You might think that we have to work. Do we have to work like this for the rest of our lives? Some people will work the same job for the rest of their lives. If you really go back in time, try to think of the subjects that We study or the line of work that we study. I've been studying at university for 3 4 years, and I've studied many subjects, including the main ones.",combined_clean_all/combined_output_892.wav
892,"If you count it as an hour, this is only a few hours. Even though it's been a few years and I've been studying for a week. Every few hours at a time, we probably don't. You have to hold on to that thing you have to do. For the rest of my life, I can imagine it because it was just a very small snap shot. Feelings that we already have for our whole life You can learn a lot of things. There's a lot of other things you can do, so actually Studying or something might not work.",combined_clean_all/combined_output_893.wav
893,"We have to measure the results to see if this is what we want to be like. At that time, would it have to be like this when I grew up? Something like this was said, hey Can I keep changing what I like? that many careers just happened Is that something like tick tok? Is that right? After all, this is a profession that has just emerged. In a few years time, there probably won't be any universities that teach.",combined_clean_all/combined_output_894.wav
894,"There is a degree issued for this but it's a career that... It should be fun and make more money than many others. What professions are taught at universities? Therefore, I feel that if we Looking at him like this means that I have changed. It's okay to think or change what we like. But as you wish, it will be good if you do what you want. If you like it, then you'll probably get income too. It's like you can get it. You don't have to. It's like you can get it. What is the focus on this one thing?",combined_clean_all/combined_output_895.wav
895,"Hey, that's very good advice. Brother Moo, then I'd like to expand a bit on this. Phi Moo, a teenager, may be 18 or 20 years old. If you look back at yourself, Phi Moo feels What kind of personality type are you? Hilarious or quiet, P Oh, probably. Should be quiet, which means that when I was a child Well, when I was a teenager I would be this type of person.",combined_clean_all/combined_output_896.wav
896,"Um, the thing that I feel is the most wrong. When I was a kid, I was a person who had a lot of ego. As someone who has a lot of ego, I feel like I like to think that I'm really good at something. Sometimes, instead of asking for advice, I think of myself. I know better than A. I know better or something like that. Oh, and then let's take it seriously, that is, that is. It's a bad habit. Simply put, a bad habit when",combined_clean_all/combined_output_897.wav
897,"When I go to take the exam, let's say I'm a lucky person. It's very good. I've always gotten 1st in exams since. From high school until graduation, but when it was time to take the exam In my head, I thought about how the teacher would give the exam. It means that no, you do not study for knowledge. No matter what, go take the exam. I just think that the teacher will No matter how I take the exam, I feel like a teacher. I probably copied the text from last year's exam. Come on, the teacher can't think of an exam, right? Just like that, and that's why.",combined_clean_all/combined_output_898.wav
898,"It would be like this and I didn't think it would. What you need to know is read books. In order to go and take the exam to finish it. And it depends on every day. If we look back today, it will be It is very different because of the dedication of the teachers who have to teach the children every day. And the child has a problem. 108 things like this happen.",combined_clean_all/combined_output_899.wav
899,"It's another matter, right? And we feel it. It's like, well, when we were young, we looked at the world in a small perspective. It's just a corner of us. It's like, yes, we have it. The duty is to finish the exam or something like that. Nowadays, when talking to children or something like that. I try to understand his point of view. It's him. That is how he still sees the world. It's like saying Take it for granted everything which means everything.",combined_clean_all/combined_output_900.wav
900,"It's easy to get when you have a wife like this. One day, I will have to forgive these things. I'm the agent for the agency. I'm old. Around that time, P Kho accepted the word. Asking, I want to know. When P Moo talks about Ego is the disadvantage of having an ego, what is it? Is it? P Moo, because when P Moo said that he always got 1st in the exam, he looked smart and strong.",combined_clean_all/combined_output_901.wav
901,"Is that right? Oh, no, because it really is. That is, there is no one, no one is good at everything. And this person must depend on others. It means living together. When we eat rice, it must be grown by a farmer. That is the meaning. Even though what we got is what we got I got it for free as I said it was exactly as I thought. Say that we, we, we may feel that we are good.",combined_clean_all/combined_output_902.wav
902,"But the truth is, we're not good at this. The thing is, we can't survive if we don't rely on it. Taking other people like this, right? Let's say we are. Running a company like this has duties. The whole company has a messenger to send documents to us. I'm not as good at driving a motorcycle as Messenger. Is that right? That's why. Therefore, we have to have it, right? We went out to eat and there was a chef who cooked delicious food. Don't give us anything, so don't be silly.",combined_clean_all/combined_output_903.wav
903,"We say we are good at what we are good at. Maybe we're only good at what we do and then we have to Always be aware of what we do This might not be useful at all. In another situation, what, let's say If you're good at crypto, don't be mad if I'm in the middle of it. My forest is dead and I can't find food and I can't do anything. Did you get it? Because that's why we just have to.",combined_clean_all/combined_output_904.wav
904,"I understand that we, but if those people come I'm in trouble and would like some advice on how to get it. Invest wisely. People who assume we have to If you depend on that person, what do you have to depend on us? Therefore, the word again has it's own meaning. No, that is, it's there, it's there in a little corner of. I said, we know that we are good at this. But we shouldn't think that he can't be like other people. As good as we are, not as good as us because we are us. I'm not as good at other things as he is or anything.",combined_clean_all/combined_output_905.wav
905,"Like, even this item has no meaning. Even though I came to the interview from the same angle. is the person being interviewed, but in reality if Asked if I could do a program like this or not. No, I couldn't do it, right? So we I feel like it's a different person. Yes, sir, is there an event like this in your life? What is the point that makes Pee Moo like this?",combined_clean_all/combined_output_906.wav
906,"Came back to see that my own problem was a problem. It will continue to be a failure. For me, do this and fail, do that and fail. Something like this makes us feel. Oh, it's actually the person we think is talented. We are only good at what we are good at. This is reality, therefore it means Saying that I'm good at studying doesn't mean that I'm good at studying. We do business and it will be good in the beginning. If a business goes bankrupt, you hire people to take care of it.",combined_clean_all/combined_output_907.wav
907,"People who don't have anything to do are like hiring programmers. I have come to feel that the word not knowing how to take care of people is It's like I think I'm good at it. Programmers come and when they're behind on work, they don't teach. Just write something yourself and then you know. I feel like writing it myself is faster. Until teaching, I don't know if he can do it or not. No, you have to do the work yourself. What is this? We, as we said, are just good at it. Things we do that we don't have the skills to do.",combined_clean_all/combined_output_908.wav
908,"I didn't even look at it like that if I didn't teach it. Well, if we don't know how to do it, we have to do it ourselves. It's like this, right? It's like that. It's stories like that that let us know. I feel like it's really great. When I do it, it really is. Sometimes the company goes bankrupt or something. I've run out of money, what's going on? Keep coming in and nowadays it's time to invest.",combined_clean_all/combined_output_909.wav
909,"It is spread out among many companies. Companies that have already signed up are some of them. Some of them are going broke. Don't be upset, but they're going broke. This is not his fault. Who can imagine it? It was like that before. Everyone who is talented must fail first. Like today, I'm looking at it like how do I do it? Let it be a little ruined, what do you mean?",combined_clean_all/combined_output_910.wav
910,"Let this failure be a small step in A level that doesn't cause anyone any trouble when they ask for it. Investors, what will they invest in or what will we do? Let's do new things in life like this. Try to do small things on a scale. It's not like that if we've already failed this one. We won't get to the point where we fall and can't get up. Don't be as stupid as if we were to learn to ride.",combined_clean_all/combined_output_911.wav
911,"Any bicycle should be ridden in small alleys. Is something like this right? If you fall, no one will be in trouble. My only pain is a little bit if we go to stay. On the main road, don't fall and get hit by a car. Dying is like risk control, right? Because the truth is that we will ride. If you can ride a bicycle, you must fall. Everyone must. Have you ever learned to ride a bicycle and have fallen before? Like this, so it's it. Is it a normal matter of doing business or something?",combined_clean_all/combined_output_912.wav
912,"Actually, it's a small failure, but it's a small failure. After a while it got better little by little and then it became good. Up to every athlete, cook, programmer. Every career, right? It's a small experiment. In the big picture, it is the arrangement of things. Let this be a scale that we can afford to fall. Then you won't trouble anyone or even get angry. How hot are you in your family if we...",combined_clean_all/combined_output_913.wav
913,"Every time you play big, it's without knowing. Whatever it is, it may or may not be. I have suffered only myself as well. Other people didn't even get anything. Oh, that's right. When P Moo told me about it right here. Notice one thing that Pee Moo should be. Is one of those people who encounter failure in I've had a lot in my life, probably from experience.",combined_clean_all/combined_output_914.wav
914,"Personally or from investing in the company? Store or any other business, I would like to know. Aspects of living life, Pee Moo said. So what are the main factors that people have? Will you encounter failure in life? Unable to reach the goals that you set for yourself As far as being able to reach the destination, it is. It means having to do something right now.",combined_clean_all/combined_output_915.wav
915,"Currently, therefore, the goal is actually It might just be getting better little by little. It's a small failure like just now. No, no, no. What's the matter? I thought this might be it. It's an important point, and really, it's there. Investments that are not not without risk are It means that if we exercise gently, we I've returned to being alone. Wake up early and exercise.",combined_clean_all/combined_output_916.wav
916,"Roi 100. Or do we want to? Do something that's a little closer to the goal. That is, we should not look at it as a cost, but it It's that we're a little better at it. Ah, hypothetically, if that were really the case. And these little steps are ours. Ours is alone and there is no one to get along with. I mean wake up early and exercise. Or are you diligent in reading books, diligent in experimenting with things? What we want to do is a waste of time.",combined_clean_all/combined_output_917.wav
917,"But the time was really wasted there. It comes in exchange for us being a little better. Once and then it's a little closer to the goal. For one reason, therefore, if we look Like this, we won't feel like it's like this. Well, actually we went faster than everyone else. If we do it like this, because every day we will be fine. A little bit more, right? We didn't have any damage. In reality, it is existence. Discipline, in the end, I think it's discipline.",combined_clean_all/combined_output_918.wav
918,"Because in the end everyone will have time to live. Equally, you have to digest, you have to digest time. Come get one piece each day or in Each week, we dedicate ourselves to things that bring us closer to our goals. A little more if there is no time allocated. What is the cost of everything? I think I'm looking for it. Got it all, except except for time, which means that if You don't have time allotted every day or every week. Use it to do things that you think will happen.",combined_clean_all/combined_output_919.wav
919,"A little closer to the goal, this is just allocation. At this time, it was also a matter. It's very important. If you want to have good health, you have to take care of it. Allocating time for exercise requires allocating time for rest. Is something like this right? That's why. So let's start with allocating time first. It's called resource planning. It's the resources that everyone has.",combined_clean_all/combined_output_920.wav
920,"It is, it's time. Yes, when Pee Moo speaks The matter of time allocation is serious in my eyes. P Moo looks like a very busy person from what he saw in the episode. First, I told you that I have many roles, both as a ce and as an investor. Now I I'd like to know, P Moo, that the 5 points that P Moo",combined_clean_all/combined_output_921.wav
921,"mentioned in the beginning were about work and finances. These relationships, health, lifestyles, we Can you arrange it to be balanced? It should be possible, which means starting from. It's the big picture first. I'll have it like it is. A notebook is a notebook that I would like to Whatever you write, write it. I have an iPad and I want to write something. I just write it and it will have 5 5",combined_clean_all/combined_output_922.wav
922,"5 5 5 points. It means that 5 cores like this, like this year, right now. type Regarding work, what do you want to do? Regarding income, what do you want to do? What do you want to do about this? What do you want to do? Is that right? I just wrote it randomly. You can write continuously and become a bullet bot. Then when we come, we come back and read it again once a month. Read again. This story is still valid. This story is still valid. Something that I want to do or maybe this.",combined_clean_all/combined_output_923.wav
923,"As we grow up, we will learn that I used to think like this, it was wrong in the past. These things should not be done and do not check anything out. Hey, everyone should just learn. This one will be like your own Bible. itself, which is neither wrong nor right, similar to a diary Or not? Not really, because we didn't write down that we What we do is just like assuming, ah, assuming the",combined_clean_all/combined_output_924.wav
924,"5 precepts have 5 points as an example. Don't do the 5 points matter, right? If it is, uh, I understand that if it is The monks who are ordained will have hundreds of questions. Isn't it moral? What is the assumption about love and relationship? What kind of relationship is this? We might feel like oh shit. Should we do something like this, shouldn't we do it? Whatever lesson we learned, we wrote it down. When it comes to work and money, this should be the case. Do what you shouldn't do, what you want to do is just randomly thinking about it.",combined_clean_all/combined_output_925.wav
925,"And then I keep reading it like it's something. We are our own version and no one knows. Ah, and we just said, if not, then this is it. Our lives will be the same without any essence. that we have learned this before It's a waste of time when you say you're trying it, just do it and waste it. It's a waste of money but we don't remember it and we don't write it down. In order not to make the same mistake again or something else.",combined_clean_all/combined_output_926.wav
926,"This is good. Don't repeat it again. Our lives will go on. Is it right? It's like it's like a hypothetical. Suppose we are a runner. People who exercise, actually it's different. A lot between us playing to compete. And playing for the day to day, what can I say? That we play golf but we never look at the score, right? Or we lift weights but we never lift them.",combined_clean_all/combined_output_927.wav
927,"How many sets do we lift and how much per set? Muscles and just lift for fun. 5 years have passed and I'm still lifting for fun with another person who has a plan. Please tell me how many sets you can lift this weight. Try moving up like this, we'll take issue. This has been done with our whole life, so I mean that. This thing that we learned really should. I won't repeat it or it will be a waste of time.",combined_clean_all/combined_output_928.wav
928,"So much so that you keep repeating the same mistakes. I don't feel like it needs to be fixed. that you have to make it better, it will Just like exercising just now, it was you. You can do this for the rest of your life if you lift weights. They tell you to exercise, but it's like you're eating snacks. What kind of photos did the gym take? Don't worry, I can't imagine. It's very different and takes time. It's the same as the guy who went to the gym for 2 hours and then sat and did notes with another person.",combined_clean_all/combined_output_929.wav
929,"Went for a walk with a sloppy friend, took Instagram photos, and then went home. Been here for 5 years and it's been like this my whole life. There should probably be this book. Ah, then you wrote and edited a version of You didn't tell anyone what to do. However, what should be done is that if the matter What has been done before and is not good? What should we not do again? This is what you learn, you fix it. Go or this year, what do you want to do? You write it down, right?",combined_clean_all/combined_output_930.wav
930,"Now it will start with a big theme like this. First, if it's for me, then once a month. Just watching for fun, this isn't true. Something like this or this or that? I've fixed it and there's nothing I want to wear. Whoever's name is put in it, whatever it is, it's up to me alone. What do you want to do? Whatever you do, just read it first and then you'll see. The current version of ours right now is this one.",combined_clean_all/combined_output_931.wav
931,"What makes it better when you write? The program will have something called alor and then the program will have a version. What is it? Everyone, we update our iPhone like every 2 weeks and it comes out. Is it a new update? Because that's actually a program. This is not completely rewritten. It means that if we use Facebook like this, it doesn't rewrite Facebook every 2 weeks for us. We just use that it's a good new version.",combined_clean_all/combined_output_932.wav
932,"More than before, whatever was bad, he fixed it. Whatever was good, he fixed it. Improving, right? We should have a department of things. It's our own life, and then we pass the time. As it passes by, it changes.  Let's go with the episode, one story, now we might It's like when we were kids, we probably didn't have to pay attention. What's the health issue? Because right now it's a problem. My health is so long, you can imagine it, right?",combined_clean_all/combined_output_933.wav
933,"This matter is forbidden to be done. It's such a stupid thing. What is this? It will change depending on the situation. Few of us are aware of it and our do's and don ts also exist as well. You want to be healthy, so you might want to write How many times a week do I have to exercise? Sleep and read at least one level every day. Well, how many hours will it take for it to be digested?",combined_clean_all/combined_output_934.wav
934,"And then you try to take this shit down and paste it. Go in and paste it into your calendar because If you don't allocate time, like I said, no. What do you want to be but you don't have time to do it? Well, it's not like that, is it? You want a good relationship, you want to be healthy. If you want to have a good job, you have to take it. Hey, that's all the random stuff you write about.",combined_clean_all/combined_output_935.wav
