,eng_reference,trimmed_segment_path
406,"comes up and you are focusing on the image on the mobile screen And we didn't enjoy what happened. Around you, even though the picture you took, you searched on Instagram       there are millions more. I can imagine the picture. Everyone took a picture. I can imagine it. Or do you go ask for an Eiffel like this? It has a picture of a tower. The eiffel is full and it doesn't need Just Another from you. You go there",combined_wav_3/combined_output_407.wav
407,"and appreciate that you went. Being there, this is called being mindful. You want to take a photo and keep it, that's fine. But it is, it is, it is consciousness that we are. Where we are, what we are doing, we have come for Now for what? Or is it eating? Is it delicious before taking pictures? I took a picture with Tae on IG and it was actually delicious. Is it true or not? What is this supposed to be? One thing about being mindful is like exercising.",combined_wav_3/combined_output_408.wav
408,"It's like something you really do. Well, do it for real and live your life. What is the type that we really use? This one. I agree with P'Moo very much, especially in The matter of where we go to a place or point Where we wanted to go, we picked up our phone and took a photo. All the time because there was a time when I did it a lot. So, I came back to feeling like myself. Again, hey, our feelings are the same.",combined_wav_3/combined_output_409.wav
409,"I haven't gone there at all. There are only pictures. A video that lets us see that oh right there. It's just that, yes, we pushed it like we didn't know it was. That is, it should be there. We have it to remember one day. Going back to where we used to be, I think there was It's important to remember, but it's not possible. Going there, you can imagine it, right? It's like us. We went to exercise but we didn't get out.",combined_wav_3/combined_output_410.wav
410,"If you go out, use it and smile. If you don't come out, why go first? What's more crazy about us going on a trip? We went to be there, everyone in that picture You can take pictures of people, there are people whose houses are directly next to you. Then it is seen as normal in every photo taken. One day, can you think of it? Can you see the picture more clearly? Jane, Brother Mo, now we're talking about things. Happiness has arrived. Now I want to hear the story of",combined_wav_3/combined_output_411.wav
411,"Some angles of suffering, Pee Moo said on the day P'Moo felt that that day was a very bad day. Of my own life, this might be the point where I Is the pig feeling discouraged or the goal that he set? If it doesn't go as you wish, it doesn't fulfill all your hopes. I was so discouraged by that moment that I cried a lot. So there were a lot of them. There were a lot of them. It's like it would be another experience.",combined_wav_3/combined_output_412.wav
412,"It's like taking out employees and doing something like that. Yes, I've had a failed business before, or something like this. Is that right? Relationship failure has never happened. Nah, but what's more important will be It's called resilience. Resilience is the ability to bounce back. Well, I think it's the same as before, that is, it's enough. We encounter things that we are bad at, we feel bad about.",combined_wav_3/combined_output_413.wav
413,"Must write it down if it's our fault. We have to know that we won't do anything else about it. The effect wasn't the only one on us. Take the staff. Leave like this. I feel sorry for this person, the person who gave it. After being upset, how much of the right person is he? Is that right? Therefore, therefore it It knows that some things have an effect. What kind of result is this? Some relationships hypothetically end in guilt. We have to write it down again. It",combined_wav_3/combined_output_414.wav
414,"'s the time of two people, right? It's not just us. The only thing that's stupid is that it has an effect, there is catal damage, that is, there are people who are unlucky as well. Being unlucky alone is one thing, but probably no one else is. I like to be hit by another person who is not me. Oh, it makes you unlucky, right? That's why. We must be careful in this matter. If you look at this and then cut off that story.",combined_wav_3/combined_output_415.wav
415,"Go ahead, that one has to be done, it's your own business. It's probably a matter of dog resi. Even though bounce Back came out mostly I understand that the truth is that we must understand that we do not I'm unlucky and I'm alone. I mean, that's what And then there are the unlucky things or the bad things. This is actually the end of it. Why are there so many people who meet like me when we pass by? We weren't the first, so it was And therefore it did not happen with",combined_wav_3/combined_output_416.wav
416,"We are definitely the only ones who will regret it when we are born. But we have to understand that it will happen. Has it passed? Or is it that I have an aunt? Like, if you love Grandma so much, Grandma will die or die. heart, but you have to understand that it happens to everyone. People mean that everyone has an aunt and uncle. It's such a waste, so it's just that. I'll probably regret it, but time will pass.",combined_wav_3/combined_output_417.wav
417,"What's the matter with work? It's probably like that too. It's a lesson and it's just that the thing that needs to be written down is When we go to things that we regret, it's not. Going to make other people sad as well. This one is probably. You have to control it a little, don't be silly. It reflects that we are people like your image. The pig looks successful and is one of those people who",combined_wav_3/combined_output_418.wav
418,"Very successful, but actually we Through disappointments and failures It's similar to all of us, but it's at The way of looking at the world that Phi Moo uses to view Phi Moo. Going back to the problem that occurred. Where did it come from and where does it need to be fixed? I thought. That this is very useful, yes. And then I'd like to steal this advice and use it for myself.",combined_wav_3/combined_output_419.wav
419,"Myself too, Brother Ho, I'm very pleased and hope there will be It's useful. Brother Moo, in the last part. Finally, Brother Moo, if we compare the lives of We ourselves are traveling and Pee Moo finds that in the next 1 year the duration of the journey Phi Moo's journey has ended. Phi Moo thinks it is the destination. Where is the pig that Brother Moo wants to end up? It's like living life every day.",combined_wav_3/combined_output_420.wav
420,"Allocate whatever topic and feel like it's okay. Trying to make it happy every day. But if it happens that we know there are only a year left. Exactly the same price, prity will change, but pror changes like we might. We must think that we, if we were here, would Is there anyone in trouble around us? No, it's the allocation of these things.",combined_wav_3/combined_output_421.wav
421,"Who are the people who are still staying? There are many people. This, unfortunately, is that it may disappear altogether. I don't have time to allocate it because I think it is. Is that right? Actually, there are products for you to buy. Well, buy insurance and buy that. This is enough. Let's get it together. To a certain extent, it depends on what. The reality would be that if we knew that in 1 year we would have to arrange a new prity.",combined_wav_3/combined_output_422.wav
422,"That we are no longer here, we are sure We couldn't do anything for 1 year but when we came There will always be someone who will be unlucky from us. Are you not here or not? If you have this one, it should be prity 1. First, your parents will have to take care of you. Either way, this person would probably go take care of the matter. That is before the matter is finished. It probably won't take long to use, let's say it takes about a year. This matter will probably be finished in 1 month at a time. The rest probably depends on work or whatever.",combined_wav_3/combined_output_423.wav
423,"Again, who is that person who is going to invest in this company? That said, yes, we still have to depend on us. We have to tell each other, it will take a while. The only thing left is probably trying to come and enjoy another year with the person we want to love. Something like this, in reality, I believe Everyone is willing to trade everything just to come back and use it. A normal life, I can think of it, right? And Balance",combined_wav_3/combined_output_424.wav
424,"these 5 things, please, the things that don't work. Do it, beauty is a balance of This one is true, so some people really do. Maybe there isn't a lot of this and I'd like to do it. I want to do this a little bit. There's a lot of this. What's the matter with this story? It's for people who don't know how to play with dogs. Or are you just calling to apologize to someone? Can you imagine that if we did, we might have pride? But if we knew that we wouldn't be in this state.",combined_wav_3/combined_output_425.wav
425,"I truly believe that you have that right. Today, you don't have to wait until you die to ask. Blame you, just pick up the phone and say Well, at that time, it was that person's time. I forgot. But if we still feel that we feel That we were angry and said, Oh, let's go do something like this. Why is this so stupid if it's true? I might have forgotten about it, but if it was there In that case, you actually have that right. Today you just pick up the phone and say",combined_wav_3/combined_output_426.wav
426,"Like, I don't know how I've forgotten it, but at that time it was. Like this, at that time we were children, so we didn't If you're thinking of something, right now, just say something. What's going on? In the end, other people feel good. And in my heart I think it's probably what we feel. It's better than that. It means that we probably won't. I want to go, I mean it, I think many times. If we're serious, we probably won't remember. Can you imagine? In the end, it's who we are. I hate it enough that when time passes, I might forget people.",combined_wav_3/combined_output_427.wav
427,"The person we love so much may one day not be with us. What's going on? If you have 1 year, it's a problem. Whatever comes to your mind, it can be fixed easily with just a phone call. Whatever it is, just do it. Oh, yes. In 1 year when it will end, Pee Moo has a picture. How do you want people to remember us? I have to remember. I think I don't know. I have to. We probably aren't so important that anyone has to remember anything.",combined_wav_3/combined_output_428.wav
428,"Let's pretend we only met this time. We haven't met each other again. What happened to me missing? At least 1 hour might be possible. It's like I don't have to think about what I remember. I just remember that this 1 hour won't go to waste. When everyone is stupid, if we are stupid. We are happy. As much as we listen and Pee Moo looks at it. He is a very simple person from every concept.",combined_wav_3/combined_output_429.wav
429,"The story is because some people I talked to may It's going to be an experiment, something that's quite exciting. A little during the period of 1 year that is left but mine. Pig is back to being with yourself, back to being with Simple happiness comes back to spending time with people. It's important. Thank you very much. It's already cool. We've been doing it continuously, so I don't want to make a big fuss about it in 1 year. That's right.",combined_wav_3/combined_output_430.wav
430,"Before we parted ways today, I had the opportunity Come sit and talk with P'Moo if I don't ask. This question is very unfortunate. Let Pee Moo help update digital asset trends. Can you please tell me what the future picture looks like? What's interesting about its face? Can you tell me? Well, if we talk about digital assets, then inside inside. This case starts with what I'm good at.",combined_wav_3/combined_output_431.wav
431,"cryptocurrency What's going on? There's bitcoin. There's also an ETF, right? ETF is actually a company in America. that manages money matters Funds can hold bitcoin for customers, so this is in fact possible. A little further, everyone can buy bitcoin without having to buy it directly.",combined_wav_3/combined_output_432.wav
432,"It means that there is someone who takes care of something. Ngee takes care of it, which is what this one is. Importantly, in the past, if you wanted to hold bitcoin, you had to have an Exchange account and then had to go in and buy it yourself. In reality, we bought it. Insurance has an insurance agent selling it to us. Yes. Why? When we buy investment units, there is a mutual fund manager who looks at what's going on for us.",combined_wav_3/combined_output_433.wav
433,"I'm not good at this at all things, right? Yes, here it has reached the point where there is that person. And there is a representative to hold security and see what's different. It should be a turning point for In the crypto industry, and if people know, cto will have a Run business, it will have its own spirit, there will be a Run business, there will be a Band market, something like that, which is also a part. Yai will make fun of what it means.",combined_wav_3/combined_output_434.wav
434,"Close to what is called bitcoin, this year there is ETF and bitcoin H. Around April, suddenly bitcoin will become more difficult to find. That's right. As they become more difficult to find, it will be harder to mine bitcoins. Go buy from the old person. When you buy from the old person, they do it. The price plus minus Kuna will increase during that year.",combined_wav_3/combined_output_435.wav
435,"It will be a trend for digital things this year. Yes, and if I were to recommend it, it would be that many people would. Maybe it already exists or maybe there isn't anything yet. At this point, I just understand that Digital Asset is a very risky asset class and many people may have time to come in. I'm going to hold a small asset, a strange coin. I don't know anything without having bitcoin. So",combined_wav_3/combined_output_436.wav
436,", at least if you come into the circle. For this, I want you to at least know about bitcoin and hold at least half of your bitcoin. If you want to play something else, you can play. Yes, but it's just bitcoin. It's at risk of going bad. So if Coming from another industry, we came in directly. You have to understand that having bitcoin first, we shouldn't have a lot of other things without bitcoin or anything stupid.",combined_wav_3/combined_output_437.wav
437,"This is a recommendation for this Asset Class. Well, what about the project that P'Moo is working on? What is this? Well, I do it if it's crypto. I'm running a crypto fund. It's called Ground, right? And it's a club. It's like investors meet and have whiskey. What kind of yacht do you have? It's all for you. Like a person who is, well, someone who is interested in reading.",combined_wav_3/combined_output_438.wav
438,"And then let's get to know how to do it. But this one is a project and it has. Its own coin with the name Ploen is listed in Bit Cup and can now be traded. Yes, previously it was called 6, but now there are 2 projects that are my own coins. But if you ask, we mean that it's for people. The way to invest is the same as before. 2 YE coins are coins that should not be held outside. Since you already have a lot of bitcoin.",combined_wav_3/combined_output_439.wav
439,"And it's like just a few percent. Even if it's a small coin, it's a high risk. It's a startup. Let's say you want to buy Tex stocks. If you don't have stocks, go to Google, Facebook, Microsoft, and all that. Come and dunk around in Thai news like this. I think it That is, it's a lot of risk, it's the same thing, right? Yes, thank you P'Moo very much today.",combined_wav_3/combined_output_440.wav
440,"I don't think we talked about many topics at all. Whether it is technology or investment or It is P'Moo's identity in many angles that I believe. I think many people have probably never seen this angle. Thank you. That should be fun. Thank you P'Moo for sharing. Let us listen a lot. See you later. Next time, if Pee Moo Moo is born, she still feels interested. The heart is still here. Let's sit and talk again. Come find us.",combined_wav_3/combined_output_441.wav
441,"Interesting Topic to be useful To everyone, thank you very much. Thank you. Thank you for the program. Hello. How is it? I hope this podcast episode will make you listeners discover. The answer you are looking for, thank you for being with us. Until the end if you like talking. You can listen to more here.",combined_wav_3/combined_output_442.wav
442,"Yes, and today The Secret Diary team and myself would like to say goodbye for the day. It's a good day . I wanna surprise Both with some gifts 1 2 3 Woo... It's been nine years Please love me more",combined_wav_3/combined_output_443.wav
443,"Hello Hello, everyone Today I am alone But don't be shocked becasue today is our aniversary It's our 9th aniversary So I don't want it",combined_wav_3/combined_output_444.wav
444,to be a normal day This is during covid situation So to eat in the restaurant or having dinner is a little bit hard So I want to buy something to give Both a little bit surprise I've ordered some ballons And I'll buy a cake,combined_wav_3/combined_output_445.wav
445,I'll make our 9th aniversary a special day that is different from other days I'm so excited Both's gone to work So I'm shopping something for him Let's see what it's gonna be like,combined_wav_3/combined_output_446.wav
446,Finally I've chosen it Both wants a wallet I've tried to buy the best color that is black with table pattern Let's see if he's gonna like it or not Yeah I really love my outfit today I'm wearing blue suit,combined_wav_3/combined_output_447.wav
447,"and high waisted pants which are long and grey This Dior bag is matched with my outfit Oh, it's done Will you go anywhere else? I wanna check out the sunglasses of Dior Again? I remember he told me that he wanted sunglasses",combined_wav_3/combined_output_448.wav
448,We can buy him and he can wear them on our trip  Yes   Something like that You're a sugar daddy Sometimes Actually I want something in return We've just left Bottega Now we're going to Dior Both sent me a picutre of sunglasses two months ago,combined_wav_3/combined_output_449.wav
449,and he told me that he loved this style Let's see if they have them or not And these are the sunglasses that he sent a picture to me I'm asking SA to find this pair for me Now sunglasses of Dior,combined_wav_3/combined_output_450.wav
450,are very trendy It's up to your style But I feel that Dior is beautiful I have one and I really like them This is the pair he wanted They're the best seller So beautiful Wow Does it suit me? Let's me see but take off your mask first,combined_wav_3/combined_output_451.wav
451,"If I can wear them, Both can wear them too So beautiful So beautiful It's awesome I'll take this one He's buying them too I'm so jealous of Both At the moment... SA is preparing the sunglasses",combined_wav_3/combined_output_452.wav
452,Then I'll bring it home to surprise Both Recently Both has been begging I'm not sure if he knows that I'm gonna surprise him or not Maybe he doesn't know that I'm gonna surprise him Let's see this evening Help me choose a cake,combined_wav_3/combined_output_453.wav
453,"I'm thinking to buy a cake for a little gimmick What flavour do you think he likes?  Blueberry Cheese Cake   Ummm  It's him or you who want to eat?   It's me  I wanna eat it   But Both likes it So I'll have this one Looks yummy  Will he like it?   Sure, he will",combined_wav_3/combined_output_454.wav
454,"I'll have this cake, please Now I'm going back home I've already bought the gifts I have two gifts and a cack Now The balloons have been sent to our home So I'll go back and prepare a surprise Let's see if he's gonna like it or not",combined_wav_3/combined_output_455.wav
455,I'll hide the camera Let's see his reaction Finally home And these are the balloons They're sent very fast I ordered them around 13.00 They're sent at 17.00 And I have changed my outfit,combined_wav_3/combined_output_456.wav
456,I'm wearing casual in New Year's style I've alreay packed the gifts in the balloon box And the cake is in the fridge When Both comes back I'll hold the cake and let him unpack the box I'm very excited,combined_wav_3/combined_output_457.wav
457,I wanna know when he sees my surprise What will his reaction be? Let's see At the moment I'm waiting for Both He told me that he would leave his office around 19.00 So he would be home around 19.15   19.20 because the route from his office,combined_wav_3/combined_output_458.wav
458,to our home is very short So I'll keep waiting It's been nine years How do you feel? Very excited I feel that nine years for me is very fast Every year that we're together has a lot of happiness evey day,combined_wav_3/combined_output_459.wav
459,So when it's been nine years I'm very shocked It's very fast Nine years of happiness What do you like most about Both?  Like most?   Yes Ooh!!! Can you name it? Actually I think I like many things about him,combined_wav_3/combined_output_460.wav
460,"He's a sugar daddy This is one reason Is it a good point? Your good point Next I think he is consistent He's been the same cute guy He always calls me Yes, he calls you many times a day",combined_wav_3/combined_output_461.wav
461,"He always cares about me and pampers me And he takes a very good care of me So he's the best boyfriend As a friend of them, I agree Do you think he will be surprised? Excited? Honestly I think I'm good at surprising people",combined_wav_3/combined_output_462.wav
462,"I used to surprise him It was in YouTube He felt so surprised If you ask me he will be surprised or not, I think that maybe he had a clue why I really wanted to go out He might see I really wanted to go out but he might not know I would have a surprise for him What can really make him surprised",combined_wav_3/combined_output_463.wav
463,are the gifts in the box He won't know for sure I can remember what he likes and wants Maybe he's already forgotten but the gifts are in here already He'll scream I'll take a nap  You're too excited to take a nap   Yes Now,combined_wav_3/combined_output_464.wav
464,Both is arriving home So excited My heart's beating like a drum Let me wear the suit that I wore today and let's he his reaction So excited He's coming,combined_wav_3/combined_output_465.wav
465,He's parking his car Let's start our surprise mission Happy Anniversary Whoa Who is this for? For you And this cake is for you too Come and open it,combined_wav_3/combined_output_466.wav
466,"Who did this for me? I did Honey Really? Come to me now Thank you very much Open it Let me hug you Do you love me, baby?  You did this for me?   Sure",combined_wav_3/combined_output_467.wav
467,"Do you love me? I love you so much But  This is real?   Come on, open it Open the box Open the box now Thank you very much I never forget our aniversay Though we can't have a dinner but we're still together Let me hug you",combined_wav_3/combined_output_468.wav
468,"I'll take you on a trip next month I'll take you on a trip next month You don't have to bring any money I don't have to bring any money? Open it now, I'm excited  What is it?   Open it now Will it be a pop up? Am I look tired? Are you recording?  No   Okay I'm very surprised",combined_wav_3/combined_output_469.wav
469,I haven't taken any pictures but you're forcing me to open it You can take a picture later  Can I pull it to open?   Sure 1 2 3 Woo This is for you Eveything is for you This is really for you Everything is for you,combined_wav_3/combined_output_470.wav
470," What?   I remember what you told me Pick them up Give the lid to me Why are you shocked? Why are you shocked? Is this real? Yes Why do you think it's not real? Are these my bags? Did you put your stuffs in them? No, they're mine",combined_wav_3/combined_output_471.wav
471,Open it now Which one do you want me to open first? Open Dior first Oh my god Why did you buy lots of things? I remember you wanted them Oh my god  I know it   This is the last one for you  Really?   Yes,combined_wav_3/combined_output_472.wav
472,Oh my god I don't have a clue about it Look at me Kae!! No Let me take boomerang picture Can I have a camera to shoot him here?  You said you weren't recording?   A little bit  What?   1 2 3,combined_wav_3/combined_output_473.wav
473,"Open it now  Can I upload my story?   Sure  Can I take a photo of you?   Sure Which way? This way Oh my god I'm still shocked I've never gotten this kind of thing from him Boomerang, 1 2 3 Okay, done",combined_wav_3/combined_output_474.wav
474," Open it now   Open this first, right?  Oh my god   So excited I don't have a clue Wow Wow, it really is This is the last pair  Really?   Freckle color is sold out So this pair is the last one Thank you",combined_wav_3/combined_output_475.wav
475,"I can wear it on the trip next month Yes, Big Mountain Beautiful?  Like it?   Just a moment Wow  Cool   I like it Thank you, very beautiful This one too I know it Last night you asked me",combined_wav_3/combined_output_476.wav
476, Last night or when?   This morning Thank you very much So excited A wallet Yeah  I have to check for the lucky day   Yes It's...  I want this one   I don't know if you like it or not Let me tell you,combined_wav_3/combined_output_477.wav
477,"If you don't like them, you can request for the replacement within 14 days And within 30 days for the sunglasses If you don't like it I like it Is this one the same as mine I'm not sure They told me it's the signature I want black wallet",combined_wav_3/combined_output_478.wav
478,Do you like my gifts? Very much And I was shocked and didn't expect them I hurried up here to go live but this was very cute Pleae love me more It's been nine years Please love me more and more Please share this clip to your friends,combined_wav_3/combined_output_479.wav
479,"And see you next clip Can you see eveything from this corner?  Yes, everything   Really? Let's see what will happend in the next clip I was pranked again See you, bye The accommodation up next has a Suphanburi style.",combined_wav_3/combined_output_480.wav
480,Taking baths and all that. Having barbeque in the evening. Wow! Walking by the rice fields and riding on tractors! I'll have to hold on tight for this turn. Pattie be careful! I got this! Wait! Be careful. So good. You won't believe there's something like this...,combined_wav_3/combined_output_481.wav
481,"in Thailand. In Suphanburi... which is not far from Bangkok. Right in there. Where did you bring me, Dan? There's nothing here. I think you should sing more songs like that. When we were with Ms. Wassana, she was acting all shy,",combined_wav_3/combined_output_482.wav
482,look at her in the car. Here give us a sample of your singing. I'm not so skilled at singing. Giving us a disclaimer first. I'm serious I've never been able to sing in front of people. Look at her all nervous.,combined_wav_3/combined_output_483.wav
483,"I told you, Ms. Wassana if you're watching this you'll see how she normally is. Wow fresh air! Here we are at Baan Pai Din. The atmosphere here is great! Behind me here are green rice fields.",combined_wav_3/combined_output_484.wav
484,"Here we have the accommodation. You can go for a quick swim right there. They also got a little place for kayaking. Today, I'll show you around. Who's there? Who is that? We're staying in the middle of the rice fields. Wow the birds eye view looks beautiful. He's a pilot now.",combined_wav_3/combined_output_485.wav
485,"Now, we will head on the ride some tractors, we've had so many opportunities to do this before. I think I'm a pro at driving tractors. Okay so you'll drive me around. Sure! We'll bring the bikes too, and we can go ride them over there. I'll show you here.",combined_wav_3/combined_output_486.wav
486,"Here they also have outfits for us to change into! We can choose what we want to wear. Hats, and we can change our outfits too. Look at this fit, so cute! Wow! I want you to see this angle.",combined_wav_3/combined_output_487.wav
487,Here is where we bath with a nice view. The accommodation is more or less like this with many different zones. I'm not sure but I think this place has been open for about a month. They are not fully finished with the place yet and still have many things that need to be built.,combined_wav_3/combined_output_488.wav
488,"Things like a cafe, restaurant and more accommodations. What do I wear this shirt with? Sarong. Sarong?! Yeah. And you want me to bike with that? Yeah. Don't you think that'll be difficult for me? Green? Green with this orange with green patterns.",combined_wav_3/combined_output_489.wav
489,"Oh that's cute. So I'll look colourful and bright. I'm going to wear this. No! You got to wear this! You crazy girl! Guys got to wear this shirt here.. with these shorts tied at the waist. Here at Baan Pai Din Organic, they got outfits, hats",combined_wav_3/combined_output_490.wav
490,"Today is yet another day where we are in the middle of this beautiful nature and the fresh atmosphere. The simple life style, like I've said before simple can be better than complex. It is up to us to find happiness in it. Happiness in our hearts.",combined_wav_3/combined_output_491.wav
491,"No matter where we are we have to be happy from within. For just 600 baht a night. Like this? Wow! Cute! Yeah thats cute, bring this shirt to change in too. Just in case you know. Look at this new fashion trend. We're ready to go! I'm the only one in the sexy outfit here.",combined_wav_3/combined_output_492.wav
492,"I was gonna say, this outfit is a bit too revealing. Yeah! This is the reason for suburban people having so many children because these shirts are too revealing. Bend over to cook and he goes come here girl. Hello, hello, hello! To put it simply, theres the gas, breaks and gears.",combined_wav_3/combined_output_493.wav
493,"How many gears are there? One, two.. Well I probably won't go over two anyways. But if you only go two, it's going to be a bit slow. So go about three and that should be good. And this is the back gear. Here you try it. Wow! Driving in this outfit. So the woman is driving? Yes, the woman always drives. How is it Pattie?",combined_wav_3/combined_output_494.wav
494,You've never driven this before right? Is that the accelerate? Which way do you accelerate to? Oh that way. This is a normal brake. But the brake doesn't really work. Oh the brakes don't work. Then how do we stop the vehicle? You got to slow down. Slow down until it shuts off. So if we want to stop we got to stop until the engine shuts off.,combined_wav_3/combined_output_495.wav
495,"Gears here, slow down here. So like this and push to the left? Driving should be the woman's job. Go Pattie! I'll never leave your side Pattie. You're sitting very comfortably I see. Here we go! Gear one! You're going too slow, speed up!",combined_wav_3/combined_output_496.wav
496,Why is it so slow? Speed up! Here we go! She's got this. Gear three! Turn left! Don't hit the electricity pole. You're doing great! I know how to do it now. Driven a few seconds and thinks she's a pro now.,combined_wav_3/combined_output_497.wav
497,I'm a pro now. Should we put it at gear four? Calm down! Park first. Slow down. How'd she d? She did alright. Okay we'll take this one. It's become my job to drive. Alright.,combined_wav_3/combined_output_498.wav
498,"She's good. I can drive it now, I can drive it all. I've done it three times, I think I know how to drive every tractor now. I'm going to put this on like a scarf. It's hot though. Make it feel like I'm in Oxford. If you can't stop just keep slowing down the engine.. I'll be the first to jump off.",combined_wav_3/combined_output_499.wav
499,"I'll jump along with you. Where are we headed to? We are headed to 100 years palm trees. So there are palm trees there that are 100 years old. Yes sir, 100 years old palm trees. Alright let's go see and take some beautiful pictures.",combined_wav_3/combined_output_500.wav
500,"It is 4 30pm almost 5pm, the lighting's great and now we are going to explore for a little bit. Do you like it Pattie? I feel like it's a bit slow, I like speeding. Here, you can accelerate right here. Let's go! I'm a pro! Oh look at her talking already.",combined_wav_3/combined_output_501.wav
501,I'm so proud of you! I'll have to hold on tight for this turn. Pattie be careful! I got this! Show off. Just a little bit. Life is so much better with Pattie. I'm so comfortable. Hows the weather? It's good.,combined_wav_3/combined_output_502.wav
502,"Oily face. The dog's faster than me! Oh, the dog overtook you. Come here boy! A whole gang! There's a whole gang following us! Why are they running faster than us? Overtake! You want to try driving?",combined_wav_3/combined_output_503.wav
503,We're switching! Don't fall into the ditch! It's fast right? Our channel has been a lot of us in rice fields lately. We're not afraid of anymore! It's always you choosing where we go. If it has to do with nature let Dan and Pattie know! The sun is setting quick!,combined_wav_3/combined_output_504.wav
504,The path is getting narrower. Hey look at the path! It's so narrow but they still trust us to drive ourselves. I thought you said you got this! Why did you turn right? I got a little too excited there. I thought we were about to fall into a ditch! Dan! My fingers hurt.,combined_wav_3/combined_output_505.wav
505,"Oh you want to switch? I thought you wanted to drive this yourself. Not anymore, my fingers hurt. My fingers hurt so bad.",combined_wav_3/combined_output_506.wav
506,So when you drive this thing you got to constantly squeeze and when you do that for a long time it puts a strain on your hand especially when it goes fast. You can lean on me if you're tired.,combined_wav_3/combined_output_507.wav
507,"Since we won't make it in time on the tractor's before sunset we have decided that Pattie and I will.. ride the bikes to see the palm trees. How am I suppose to sit on this? Or we could have me drive and you sit. No, we can't do that. Is this on?",combined_wav_3/combined_output_508.wav
508,Can he do it? How do I turn it on or off? What is on and what is off? I got it! Great! This bike is so cool! Super classic. I want a picture with this bike! A new song again? I told you guys that she loves to sing.,combined_wav_3/combined_output_509.wav
509,Remember when she told my teacherI don't really sing? Oh! He's speeding! It's nothing the grass was just hitting my legs. They said they're taking us to cut some sesbania flower for dinner. Have you had it before? No. Today we will get to eat sesbania flower stir fry.,combined_wav_3/combined_output_510.wav
510,"A local food. What? Can't hear you. Please don't crash, I'm scared. You told me not to drive on the left side. Yeah but you could've avoided the tree branch. I didn't want to turn so sudden, I don't know how sturdy the tires are. It is really far. Are we here? 100 years old palm trees?",combined_wav_3/combined_output_511.wav
511,"Yes, here we are. So they were already 80 when you came around? Yeah they should be 100 and something by now. Are there any look tans? Yeah look up there. Can we eat them? Yes. Oh! I want some! I want to eat look tan! I love look tan. Usually we eat mild look tan like the ones here.",combined_wav_3/combined_output_512.wav
512,This is what it's like before they turn in into look tan snack. After that they stick it into the ground again for it to grow into a baby plant. That's how you make look tan snack. That was great! I didn't get a word he said. Oh this is what it looks like? This is what a fresh look tan looks like? Yes it is ripe from the tree.,combined_wav_3/combined_output_513.wav
513,"That's it? Yes this fell off the tree not too long ago. Here this is a better one. I'll throw this out then. Okay, this one smells better. You're right. This smells like tan snacks that we eat. Hey this smells great! That one was rotten! Yeah thats a few days old.",combined_wav_3/combined_output_514.wav
514,"Then why did you give it to us? This smells nice. Yes, and this is what they use to make the tan snack. Tan snack? Yes, this is it. This is where it all starts. Smells like tan snack already. This is the stick we use to pick sesbania flower. This is what we're picking to make our dinner tonight.",combined_wav_3/combined_output_515.wav
515,"So Rome, are you from here? Yes, born and raised. You're accents great. Not too strong an accent. Give it a minute it might turn. I lived in the city and my accent is worse than yours. Keep talking the accent will become stronger. Oh so when you enjoy talking the accent presents itself? Yes that's how it is. So we're here.",combined_wav_3/combined_output_516.wav
516,"So you just pic the flowers, the big ones don't taste as good. They pick and sell these on the side of the streets too. Actually the natural ones are hard to find. Most of them are farmed grown. The smaller flower tastes better. And these are the small flowers. Yes, these sprout out on its own. When you grow them yourself it doesn't grow as good? Nope, it's better when nature does it them self.",combined_wav_3/combined_output_517.wav
517,"Organic. This is super organic, no chemicals whatsoever. What do I do next? Just reel it in. The stems taste good too. So we're just using the stick the reel it in? Yes, and we pick the flower and stems off. Yeah it's all edible both the leaves and the flowers. I'll just pick the flowers off first. I don't know how to pick them.",combined_wav_3/combined_output_518.wav
518,Every part of this plant tastes good. Okay. You're picking off everything. We don't need the roots just the flowers. I got it. Good food is always hard to harvest. I thought it was a snake. There are no snakes here. One plate makes one portion.,combined_wav_3/combined_output_519.wav
519,I thought I got a whole pots worth. Not yet. I don't want to bruise it. It's going to taste extra good because we picked it ourselves. How many times have you done this in the last year? I haven't done this in about ten to fifteen years. I haven't had this in forever. The accommodation looks really beautiful.,combined_wav_3/combined_output_520.wav
520,"It used to be empty right? Yes. The atmosphere is really cool around the place. You don't need AC living there. You are starting to speak with the accent. Am I? When you said 'you don't need AC'. Ung, help me. It's here. I'm slipping.",combined_wav_3/combined_output_521.wav
521,"Wait, wait. I'm slipping. Oh my knees. We got the sesbania flowers. Oh, the soil. I'm going to show you the bike. Can you really bike or is it just for decoration? You can? I'm going to show you this bike. It's so cool. I saw it when we arrived. Here it is.",combined_wav_3/combined_output_522.wav
522,"It's designed especially for here. Ung, I'm going to ride this bike for you. There it is. It's really small. Can you ride it? It's the most famous thing here. Most famous here!? Of course, it's so cool. If you are here and you don't ride this bike, you are missing out.",combined_wav_3/combined_output_523.wav
523,"We are going to take you guys with us to enjoy the atmosphere of this rice field, with chauffeur Ung Ung. We are going to bike and look at the view. Oh my legs... It's very small and very difficult to ride. Do you need to ride it with one leg?",combined_wav_3/combined_output_524.wav
