,eng_reference,thai_reference,trimmed_segment_path
52,"   that is beyond us, it's not a too high to reach or anything.  Its human.  Its human. But it would take practice, I think.    Because just from listening to you.  I bet that not everybody can just go out there,  and OK I know now how to listen.    Well you might, but it would take practice.   ",เรียกว่าแบบลึกล้ำ มันไม่ใช่วิชาแบบเทพอะไรมันคือ วิชาคน มันวิชาคน แต่มันคงต้องฝึกฝนเยอะเลย ผมคิดว่า เพราะเพียงแค่ได้ฟังจากที่พูด เชื่อว่าไม่ใช่ทุกคนที่จะออกไปแล้วแบบ โอเค ตอนนี้ฉันรู้วิธีฟังแล้ว ก็อาจทำได้ แต่มันต้องฝึกฝน,combined_wav2/combined_output_2_53.wav
53,"Yes.  You would just have to put that in to use, the real use.     I think it's a good thing because,    there are more people who want to talk than listen.    Even when the listener is just as important as the speaker. .. You could be a great and You ll become   important part of a conversation, ",ใช่ ก็ต้องนำไปใช้งานจริงๆ ผมว่ามันก็เป็นสิ่งที่ดี เพราะว่ามันเหมือนกับ ทุกวันนี้อาจจะมีคน ชอบเป็นฝ่ายพูดมากกว่าฝ่ายฟัง ทั้งๆ ที่ฝ่ายฟังมีความสำคัญไม่แพ้ฝ่ายพูด แล้วคุณก็จะเป็น คุณสามารถเป็นส่วนที่ดีและ สำคัญของการสนทนาได้,combined_wav2/combined_output_2_54.wav
54,"by just listening.     Everyone, I have a date with a man today.          He was a half-breed man with long curly hair and big eyes.  He is totally my type.  Today I will do whatever he wants.    He told me to pick him up at home, so I came.    I can pick him up because he's handsome.",เพียงแค่จากการนั่งฟัง ทุกคน วันนี้นัทมีเดทกับผู้ชายคนหนึ่งค่ะ หนุ่มลูกครึ่ง ฟีลแบบ ตาโตๆ เซอร์ๆ ผมยาวเคลอร์ๆ เทสมาก วันนี้นัทจะตามใจเขาทุกอย่างเลย ผู้ชายบอกให้มารับ นัทก็มารับ เพราะว่าผู้ชายหล่อ ยังไงเราก็ไปรับได้,combined_wav2/combined_output_2_55.wav
55,"   Let s go pick him up.    Why do I have to pick up a guy on a date? ! Peekaboo!  Hi, Ganesh!  And he is my date today.    Do you remember my name?    P  Nutt Nisa    P  Nut Nisa  Ganesh, have you ever dated a woman?  What is the date?",ไป งั้นเดี๋ยวเราไปรับเขากัน อีดอก ไปเดทแล้วยังจะมารับผู้ชายอีก จ๊ะเอ๋ กาเนส และนี่คือคู่เดทของนัทวันนี้ค่ะ จำได้ไหม เค้าชื่ออะไร พี่นัท นิสา พี่นัท นิสา กาเนสเคยไปเดทกับผู้หญิงยัง เดทคืออะไร,combined_wav2/combined_output_2_56.wav
56, What is the date?  I don't know if it's a good or a bad thing in his life.    He has to tell people that I am his first date.  What are you doing with my child?  Oh!  What are you doing with my child?    Dating is when we go out with beautiful girls.  Oh!,เดทคืออะไร ไม่รุ้ว่าเป็นเรื่องดีหรือไม่ดีในชีวิตน้องนะที่น้องต้องไปพูดกับคนอื่นว่า เดทครั้งแรกของผมอะ กับพี่นัท เอาลูกกูไปทำอะไร อุ๊ย เอาลูกกูไปทำอะไรๆ ออกเดทอะลูก มันคือการที่เรานัดกับสาวสวย โอ๊ย,combined_wav2/combined_output_2_57.wav
57," Are you stressed?  I have one request,  Don't lose my child because I can't do it again like this.  Today I will take good care of him.    He will get whatever he wants.  Are you sure?    Ganesh, buy me three Gucci shirts!  We're like a kidnapper gang.",เครียดหรอ กูขออย่างเดียว อย่าเอาลูกกูหายเพราะว่ากูทำใหม่แล้วไม่ได้อย่างนี้แล้ว วันนี้หนูดูแลอย่างดี น้องอยากได้อะไร จัดให้ พูดเองนะ กาเนส เสื้อกุชชี่สามนะลูก เราเหมือนแก๊งค์ลักพาตัวเด็กเลยอะ,combined_wav2/combined_output_2_58.wav
58," Let's go on a date!    He s mine now!  We are on our way out for a date.  But this guy is a little naughty.  He asked for milk.    Ganesh, where would you like to go on a date today?  I d like to go to Yoyoland.  What do you want to do there?",ไปเดทกัน เสร็จแน่ หึหึ กำลังเดินทางออกไปเดทกันแล้วนะคะ แต่ว่าผู้ชายคนนี้แอบทะลึ่งอะ มาถึงก็ขอกินนมอะ กาเนส วันนี้อยากไปเดทที่ไหนบ้าง โยโย่แลนด์ มีอะไรบ้าง,combined_wav2/combined_output_2_59.wav
59," I want to go on a roller coaster.  Is the roller coaster scary?    Can I hold your hand if I'm scared?  Do you promise?    I m gonna do it like this.  If we go to an amusement park, we need money.  Can you help me sell stuff first?  Oh!  Otherwise we don't have money to date.",รถไฟเหาะ รถไฟเหาะน่ากลัวไหม แล้วถ้าพี่นัทกลัว พี่นัทจับมือใครได้ จริงนะ สมมติกลัว ทำไง แต่ถ้าเราจะไปสวนสนุกเราต้องใช้เงินนะ งั้นไปช่วยพี่นัทขายของก่อนได้ไหม โอ๊ย ไม่งั้นเราไม่มีเงินไปเดทนะ,combined_wav2/combined_output_2_60.wav
60," So do you agree?  Okay?    Oh, he is so sweet.  He knows my weak spot.      Here we are at Boots   Boots.      1   1   Now Boots has a mix and match campaign, buy 1 get 1 free. 1   1 Buy 1 get 1 free.",งั้นกาเนสต้องช่วยพี่นัทขายของนะ โอเค๊ อุ๊ย อ้อนด้วยแหละ ฉันแพ้ทาง ตอนนี้เราอยู่กันที่ บู๊ทส์ เพราะตอนนี้บู๊ทส์เขามีแคมเปญมิกซ์ แอนด์ แมทช์ แถม คละกันได้ แถม,combined_wav2/combined_output_2_61.wav
61," 1   1     900   There are more than 900 products participating in the campaign.  This is your mission today.  I m gonna show you the pictures.  6   Then you have to find 6 things.  And you have to pick it up right.  Are you okay?    Are you ready?    Look at the picture!  Find them!    Ganesh, keep fighting!",และแคมเปญนี้นะมิกซ์แอนด์แมทช์ แถม คละกันได้อะ กว่า อย่าง ภารกิจของกาเนสวันนี้ที่จะช่วยพี่นัทขายของนะ เดี๋ยวพี่นัทจะให้กาเนสดูรูปนะ กาเนสต้องไปหาของ อย่าง แล้วกาเนสต้องไปหยิบมาให้ได้ โอเค๊ มา พร้อมยัง ดูรูป นี่ แล้วหาให้เจอนะ กาเนส สู้ๆ,combined_wav2/combined_output_2_62.wav
62," Here they are.    Oh, you can do it!          640             The first pair, buy Blackmore Fish Oil Mini 640 baht, get free Eucerin Hyaluron Mist Spray. 1   1 Buy 1 get 1 free.    The mission is not complete yet.  It was just the first pair.    This one, Ganesh.  Are you giving up?    Oh, he is going to pick it up.",ได้แล้วครับ อุ๊ย กาเนสทำได้ คู่แรกนะคะ แบล็คมอร์ ฟิช ออลย์ มินิ บาท แถมนี่เลยค่ะ ยูเซอริน ไฮยารูลอน มิสท์ สเปรย์ แถม แต่ยังไม่หมด กาเนส นี่แค่อย่างแรก กาเนส อันนี้ สู้ไหม อุ๊ย ไปแล้วๆ,combined_wav2/combined_output_2_63.wav
63," Is this one right?    Oh, how do you know?  Yes, this one is right.    And this one?      Let me see if it is or not.      Wow!   Wow!  Yeah!  This is the second pair.",อันนี้หรอ เฮ้ย เธอรู้ได้ยังไงอะ ใช่จริงด้วย แล้วอันนี้หละ อีกอันหนึ่ง เหมือนหรือเปล่า ไหนดูก่อน เหมือนเปล่า ว้าว ว้าว เย้ คู่ที่สองนะคะ,combined_wav2/combined_output_2_64.wav
64,"   7                   If you buy No.7 Triple Action Serum, you will get Cetaphil Ultra Gentle Body Wash. 1229     This one is 1229 baht, free this big bottle.      Ganesh, come on here! I m selling products.  Look at the picture!  Look at the picture first!  You have to find this one and this one.  I know it.  Really?  Oh!",เพียงแค่ซื้อ นัมเบอร์ ทริปเปิ้ล แอ็คชั่น เซรั่ม ก็จะแถมไปเลย เซตาฟิล อัลตร้า เจ็นเทิล บอดี้ ว็อช บาท ก็แถมขวดใหญ่ไปเลย กาเนส ขายของอยู่ มานี่เร็ว ดูรูป ดูรูปก่อน อันนี้หนึ่งชิ้นแล้วก็อันนี้หนึ่งชิ้น อ๋อ อันไหน อุ๊ย,combined_wav2/combined_output_2_65.wav
65," Where is the other one?  Are you sure about it?    If you pick the wrong one, you won't go on a date.  The answer is  It's right!                      If you buy Bifesta Micellar Cleansing Water Brightup, get free Boots Vitamin C Brightening Toning Water.  220   This pair is 220 baht.  You won!  The promotion is very worthwhile.",คู่กับอีกอันหนึ่ง อันนี้มั่นใจไหม ถ้าตอบผิด อดไปเลยนะ เฉลยนะ ถูกต้องค่ะ เพียงแค่ซื้อบีเฟสต้า ไมเซลล่า คลีนซิ่ง วอเทอร์ ไบร์ทอัพ ก็แถมไปเลยนะคะ บู๊ทส์ วิตามินซี ไบร์ทเทนนิ่ง โทนนิ้ง วอเทอร์ คู่นี่ บาท เสร็จแล้ว โปรโมชั่นคุ้มมากเลยนะคะ,combined_wav2/combined_output_2_66.wav
66,"     1   1   Because this is a mix and match promotion, buy 1 get 1 free.  So you're not forced to get a piece of the giveaway.  Everything can be mixed. 900   There are more than 900 participating products.    30   You can shop at Boots from now until 30th April.  Or you can shop online via Boots application.    Ganesh, where are you?",ด้วยความที่เขาเป็นโปรมิกซ์ แอนด์ แมทช์ แถม นะคะ ก็เลยไม่ต้องถูกบังคับว่าต้องซื้ออันนี้แถมอันนี้อย่างเดียวเท่านั้น ทุกอย่างคละกันได้เลยค่ะ กว่ารายการนะคะ ถ้าใครอยากมาชอปที่บู๊ทส์นะ ตั้งแต่วันนี้ถึง เมษายน หรือว่าจะชอปออนไลน์ผ่านแอปบู๊ทส์ก็ได้ค่ะ กาเนส กาเนสอยู่ไหน,combined_wav2/combined_output_2_67.wav
67,"     She s gonna kill me if I lose her child.  Ganesh!  Is it worth it?  Yes, it is.    Thank you so much. You were a good picker.  Now I have money.  Yeah!  Let s go to Yoyoland!  Is it over there?  I'm like kidnapping a child.",อีดอก กูทำลูกเขาหายแล้ว เครียดแล้ว กาเนส คุ้มไหม คุ้มมาก ขอบคุณกาเนสมากเลย ช่วยพี่นัทขายของเก่งมาก ตอนนี้พี่นัทมีเงินแล้ว เย้ ไปโยโย่แลนด์กัน ใช่หรอ เหมือนลักเด็กเลยอะ,combined_wav2/combined_output_2_68.wav
68,"   Follow me!    Measure your height first, Ganesh.    Let s go!  Yeah!  Are you ready?  Hold my hand first!      Oh, Ganesh. It is about to go down.    I vowed to myself that I would never have children.  I m tired.  Is this date fun?",มาๆๆ มาๆ วัดส่วนสูงกันก่อนเร็ว กาเนส ไป ไปเร็ว เย้ จะไปแล้วนะ จับมือกันก่อน อุ๊ย จะลงแล้ว กาเนส พูดกับตัวเองไว้เลยว่า ห้ามมีลูกนะอีดอก เหนื่อย การมาเดทสนุกไหมครับ,combined_wav2/combined_output_2_69.wav
69," Yes, it is.  Who would you like to date?    P  Nutt Nisa.  I want to say that Ganesh was a very good seller.  Any sponsor can hire him.  Talk about dating Ganesh for a day.  I was stressed at first.  He didn't want to play with me at first.  He turned his back on me.",สนุก แล้วต้องเดทกับใคร พี่นัท นิสา แล้วจะบอกว่ากาเนสขายของเก่งมาก สปอนเซอร์จ้างกาเนสได้นะคะ เอาจริงๆการมาเดทกับกาเนสหนึ่งวันนะคะ ตอนแรกเครียด เพราะเหมือนตอนแรกน้องไม่เล่นกับเรา กาเนสหันหลังใส่,combined_wav2/combined_output_2_70.wav
70,"   He pulled his hand away when I shook his hand.  But after being together for a while, he got used to me.    He started begging me.    Did you see his face?  I fell in love with him.    Now I m exhausted.    Please encourage me, Ganesh!  Bye!  Would you like to date me again?",กาเนสกระชากมือออก อะไรอย่างนี้ แต่พออยู่ไปด้วยสักพักหนึ่งก็คือเหมือนเริ่มคุ้นชินกัน น้องก็เริ่มอ้อน เริ่มอะไรอย่างนี้ แล้วแบบ หน้านางอะ เราก็แบบตกหลุมรัก เหงื่อแตก เหนื่อยอะ ขอกำลังใจหน่อย กาเนส บ๊ายบาย อยากเดทกับพี่นัทอีกไหม,combined_wav2/combined_output_2_71.wav
71,"   Yes, I would like to.            Woman s voice   Come on, ganesh! We have to go home now.  Do you want me to go on a date with Ganesh again?      Please press Like, Share and leave the comments.    I'm going to ask Daddy Danny and Mommy Milky if I will date Ganesh again.  Swimming Suit contest.  10   I ve won before you guys for over 10 years.    If you don t do your best, you ll be eliminated.",อยากเดทกับพี่นัท นิสา เสียงผู้หญิง มาเร็ว ไปแล้ว กลับแล้ว กาเนส ใครอยากให้นัทเดทกับกาเนสอีกนะคะ ฝากกดไลก์ กดแชร์ และคอมเม้นท์เข้ามา เดี๋ยวนัทจะไปขอพ่อแดนนี่กับแม่มิ้วกี้อีกว่า ขอน้องกาเนสมาเที่ยวกับนัทได้ไหม ประกวดรอบชุดว่ายน้ำ ชั้นมงมาก่อนหล่อนตั้ง ปี ถ้าทำไม่ดีเท่าพี่ ตุ้บนะคะ,combined_wav2/combined_output_2_72.wav
72,"   Nut Nisa, people still remember her.      What do you think?   I think she was beautiful.    She was on one of the top lists.  But she was eliminated.  I don t understand either.  Today is a swimming suit contest.  Which I will be participating  Miss Tiffany s as the main sponsor of Miss Tiffany s beauty pageant.",พี่นัทนิสา ความทรงจำยังคงชัดเจน รู้สึกยังไง แต่หนูว่าพี่นัทสวยนะ ใช่ แล้วเขาเป็นตัวเต็ง แต่เขาไม่เข้ารอบ หนูก็ไม่เข้าใจเหมือนกัน วันนี้ก็เป็นการประกวดรอบชุดว่ายน้ำ ซึ่งวันนี้นัทก็จะเข้าร่วมนะคะ ในฐานะสปอนเซอร์หลักอย่างเป็นทางการของเวที,combined_wav2/combined_output_2_73.wav
73," PHERONE     PHERONE   With PHERONE. Speak of PHERONE, let s bring it here.    Ta-da! There you go.  Apart from being a sponsor,  I will be also a judge for today.  Best Swimming Suit   To choose the winner of Best Swimming Suit.      Honestly, it s hard to judge.  PHERONE   Because everyone takes PHERONE, a natural hormone,  2       twice a day, both in the morning and bedtime.",กับ อุ้ย พูดแล้ว ต้องมาละ ท้าดา นี่เลยค่ะ และนอกเหนือจากเป็นสปอนแล้วนะคะ วันนี้เราก็จะได้เป็นกรรมการในการตัดสินด้วย ว่าใครที่เหมาะจะได้รางวัล มากที่สุด จริง ๆ ตัดสินยาก เพราะเดี๋ยวนี้ทุกคนได้ทาน ได้เทคฮอร์โมนจากธรรมชาติ วันละ เม็ด ก่อนนอน หรือตอนเช้าก็ได้,combined_wav2/combined_output_2_74.wav
74,"         That s why this year s contestants are all perfect.  Perfect and smart.  But we need to accept that there will be a winner.  Let s ask the judges  criteria.  I would like to know  What are their criteria for the swimming suit round?    PHERONE   For me, if they take PHERONE, I ll let them win.",ทำให้ผู้เข้าประกวดทุกคนคือแบบ สวยสับ นม เอว โพก ปั๊วะแบบไม่อ๊อง แต่ก็ต้องเข้าใจว่าผู้ชนะในรอบนี้ก็ต้องมีคนเดียว เดี๋ยวมาดูกันว่าเกณฑ์ในการตัดสินเนี่ย กรรมการแต่ละคนเนี่ย เขามีเกณฑ์ในการตัดสินคนที่ชนะในรอบชุดว่ายน้ำยังไง ส่วนตัวนัท ใครกิน ชนะเลย,combined_wav2/combined_output_2_75.wav
75,"     Last time, there was behind the scene, they said you were fiat.      No, I can t be nice. We need standards.  30     What s the difference between choosing The Top 30 finalists?  Stage Present     Today is about Stage Present.   I agree.  You don t need to have the perfect body  But you need to make everyone keeps an eye on you.  You need to make everyone surprised, so you will be chosen.",รอบที่แล้ว แอบถ่ายเบื้องหลังกรรมการ เขาบอกว่าพี่ซินดี้ดุมาก เอ้า ไม่ได้ ก็ต้องมีมาตรฐาน รอบเนี้ยจะต่างจากรอบคัด คน ยังไงบ้าง วันนี้มันเป็นเรื่องของ ใช่ ไม่จำเป็นต้องหุ่นเป๊ะที่สุด แต่ถ้าคุณสามารถสะกดสายตาทุกคน แล้วทำให้ทุกคนว้าวเนี่ยคุณก็ได้คะแนน,combined_wav2/combined_output_2_76.wav
76,"Real size beauty       Real size beauty.   Yeah, it is.        If they were walking, then the tuck was loosened.      Would this make everyone keep an eye on them?   Sure thing. ! This can t be good!  What should they be if they want to win your heart for this round?  Performance   They need to have a good performance.  And be confident.      Have a queen vibe.",ใช่ เออ วิธีสะกดสายตา ถ้าสมมติน้อง ๆ เดินอยู่แต๊บหลุด อันนี้เรียกว่าสะกดสายตามั้ย สะกดแน่เลย ไม่เอานะ วันนี้คนที่จะชนะใจพี่ปอยในรอบชุดว่ายน้ำต้องเป็นยังไง คือ ต้องเดินดี แล้วก็แบบต้องมีความมั่นใจในตัวเอง มีความแบบ ออร่า นางพญา,combined_wav2/combined_output_2_77.wav
77," And also be a model.     !? Mom, I ve won this round before.   Was that you!?  10   It s been 10 years ago since I won. I look up like this.     I look up like this.   Hello, P  Ged.    10   I m telling them that I won this round 10 years ago.    Mom, that s harsh.",แล้วก็มีความเป็นโมเดลด้วยค่ะ แม่หนูเคยชนะรางวัลชุดว่ายน้ำบนเวทีนี้นะ นี่เธอหรอ หนูแม่ ปีที่แล้วหนูชนะรางวัลนี้นะ พี่เกดสวัสดีค่ะ หนูกำลังโม้ว่า รางวัล ปีที่แล้วชุดว่ายน้ำหนูชนะนะพี่เกด อุ้ย แม่แรงมาก,combined_wav2/combined_output_2_78.wav
78,Judge     attitude   What s the attitude of judges in this swimming suit round?      I want to see their perfect performance in their own way.  Personality   That means we want to see their personality.  Their elegance.  And their confidence.        I can tell if they are nervous.   I see.,รอบชุดว่ายน้ำวันนี้เนี่ย เราต้องมี ยังไง อยากจะเห็นความปังของน้อง ๆ ในฉบับของตัวเอง หมายความว่าเราอยากจะเห็น ของเขา อยากเห็นความสง่านะคะ แล้วก็อยากจะเห็นความมั่นใจ บางคนเนี่ย บอกได้เลยว่าตื่นเต้นมาก ค่ะ,combined_wav2/combined_output_2_79.wav
79,"   If they are nervous, they will be too much.      Could you please show us a walking step?   Shall I?      She said,  Should I? I m drinking a coffee . Please, mom.        Oh my god.   Do you get goosebumps?    I do. Where s the toilet? I need to go.  Do you have any tips for posing?    How should we pose in a swimming suit?",แล้วพอตื่นเต้นมากแล้วเนี่ย เขาจะเยอะเกิน งั้นให้แม่เดินให้ดูซักสเต็ปนึงได้มั้ยคะ เหรอ แม่บอกเหรอ กูแดกกาแฟอยู่พอดีเลย เชิญค่ะ โอ้มายก้อด ขนลุกมั้ย ๆ ขนลุกค่ะ ห้องน้ำไปทางไหนปวดขี้พอดี แม่มีเคล็ดลับในการโพสมั้ย ชุดว่ายน้ำ สมมติว่าใส่ชุดว่ายน้ำต้องโพสยังไง,combined_wav2/combined_output_2_80.wav
80,"   Lady Dior   Let me hold you Lady Dior first.        Be careful. I rented it.      Wow, so masculine.    Sorry, no offense.  It s like a Tai Chi dance at the park in the morning.    1      !? If anyone can pose like this, I ll let her win.   What!?        Let s be serious.",แม่มานี่มา เอา มาตรงนี้ค่ะ ค่อย ๆ หน่อย ไปเช่าเขามา เออ ล่ำมาก เพาะกายงามเวอร์ ไม่ โทษนะ เหมือนรำไทเก๊กที่สวนลุมตอนเช้า วันนี้ใครโพสได้แบบนี้นะ ฉันให้ที่ เลย ห๊ะ เอาอย่างงี้พี่ตือ เอาจริง ๆ ละ,combined_wav2/combined_output_2_81.wav
81, Which kind of person should we choose for this round?      I ll speak frankly.  We don t want the sexiest person. ... We don t want...     ! That s all for today.   Mom!  We want to see someone who s proud of herself.  This is the only criteria.,เราจะต้องเลือกคนแบบไหนวันนี้ชุดว่ายน้ำ วันนี้พูดตรง ๆ เลย เราไม่ต้องการคนเซ็กซี่ เราไม่ต้องการคนที่ ปิดรายการค่ะ แม่ คนที่เราอยากเห็นคือคนที่ภูมิใจในรูปร่างของตัวเอง โจทย์คืออันเดียวเท่านั้น,combined_wav2/combined_output_2_82.wav
82," No matter how your body is.    Just be proud of it and present yourself in the best way.      We don t want comparing.   That s cool.    Oh, that s a superstar.  Superstar.    Hello, mom.  This is another one who won Best in Swimming Suit.",คุณจะมีหุ่นยังไงก็ตาม ขอให้คุณภูมิใจ แล้วก็พรีเซนต์หุ่นของคุณได้ดีที่สุด เราไม่ต้องการการเปรียบเทียบ เริ่ด เฮ้ย ซุปเปอร์สตาร์มา ซุปเปอร์สตาร์ แม่ สวัสดีค่า อันนี้เป็นรุ่นพี่นางงามที่เคยชนะรอบชุดว่ายน้ำ,combined_wav2/combined_output_2_83.wav
83,"   Perfect     I ve heard that her body is perfect.   That s right.  22   The legendary 22-inch waist.  This is her waist.    No, it s here.      You won Miss Tiffany?   Yes, I did.  But I won Best in Swimming Suit.    I know.      Because they choosing someone who looks full.",แล้วได้ข่าวว่าตอนนี้คือแบบว่า หุ่นนี่ ใช่ค่ะ ตำนานเอว นะคะ เอวอยู่ตรงนี้ ผิดจ้ะ เอวอยู่นี่ หล่อนมงทิฟฟาหรอ ใช่ แต่ว่าชั้นชนะรอบชุดว่ายน้ำค่ะ เออ ไง เพราะเขาเลือกจากอะไร แม่พันธุ์แสนดี อิ่มหมีพีมัน,combined_wav2/combined_output_2_84.wav
84," But you still look sexy as always.      Listen, if you want to get hips injected. Look!        Only Ple BBQ can give you this.   That s so real.        Yoshi.   Hello mom. Hello, everyone.  Do you have any recommendations for the contestants?  What s your advice to win this round?    First, you need to wear a white dress.",แต่ผ่านไปกี่ปีแม่ก็ยังแบบเซ็กซี่เหมือนเดิม ฟังนะ ใครจะฉีดโพกอะไรก็ตาม ดูนี่ค่ะ เปิ้ลหมูกระทะเท่านั้นที่ทำได้ เรียลสุด ๆ ลูกโย แม่สวัสดีค่ะ สวัสดีด้วยนะคะ เอางี้วันนี้น้องโยมีอะไรจะแนะนำผู้เข้าประกวดมั้ย ว่าคนจะชนะรอบชุดว่ายน้ำต้องทำยังไง หนึ่งเลย ต้องใส่เดรสสีขาว,combined_wav2/combined_output_2_85.wav
85," Wet look hairstyle.  CEO PHERONE And be the CEO of PHERONE.          I was giving her a signal to sell my products.   She's giving signals.    PHERONE   I d say that she has been the presenter of PHERONE      5-6   How many years?   For 5-6 years.  Miss Tiffany   Did you know that the winner of Miss Tiffany this year,  will be the presenter of my brand.      Are you serious?   I am.  What about me?",หวีเปียก แล้วก็เป็น ส่งซิกกลัวน้องไม่ช่วยขายของ เขย่าใหญ่เลย ดิ๊ก ๆๆ ต้องบอกว่าเห็นอย่างงี้เนี่ย เป็นพรีเซ็นเตอร์ แล้ว กี่ปีละ อุ๊ย ปีละพี่นัท แล้วต้องบอกว่ารู้มั้ยว่าคนที่ชนะ ปีเนี้ย จะได้ตำแหน่งพรีเซนเตอร์ไปด้วยเลย จริงหรอ จริง แล้วหนูล่ะ,combined_wav2/combined_output_2_86.wav
86,"       You re too old.   Did you just eliminate me?      What s your advice to win this Best in Swimming Suit?  It s about swimming suit vibe.  I want you to be fun in swimming suit.    You don t need to be just a sexy lady.    If you smile and laugh while walking,      people will enjoy with you.      You will be sexy, cheerful and pretty.",แก่แล้ว พอแล้ว ปัดตุ้บหรอ น้องโยมีอะไรจะบอกน้อง ๆ ที่กำลังจะเดินรอบชุดว่ายน้ำมั้ย จริตชุดว่ายน้ำอะค่ะ โยอยากจะให้ทุกคนแบบใส่ความสนุกลงไปด้วย บางคนก็จะแบบชุดว่ายน้ำต้องเซ็กซี่อย่างเดียว ไม่ ถ้าแบบมีการยิ้ม หัวเราะอะไรอย่างเงี้ย มันก็จะสร้างสีสันว่า อุ๊ย คนนี้ดูเพลินจังเลย มีแบบเซ็กซี่ ขี้เล่น สวย,combined_wav2/combined_output_2_87.wav
87,"   What it s like being only sexy?  That means you don t smile.  1 2   Let s try.  Sexy and a little bit of laughing.  Laugh more.  Sexy and laugh a lot.  I need to slap my lap.  One more time.        What makes you feel confident today? Answer properly.        To be honest, I feel confident because",เอางี้ เซ็กซี่อย่างเดียวเป็นยังไง เซ็กซี่อย่างเดียวก็ไม่ยิ้มไงคะ ไหนลอง ซั่ม เซ็กซี่ปนหัวเราะนิดนึง เซ็กซี่หัวเราะมากขึ้น เซ็กซี่แบบหัวเราะเยี่ยวราด ต้องตบด้วย เอาใหม่ดิ๊ ความมั่นใจวันนี้เรามาจากไหนคะ ตอบดี ๆ นะ ความมั่นใจ เอาดี ๆ คือแบบว่า,combined_wav2/combined_output_2_88.wav
88, PHERONE 2   I just took 2 tablets of PHERONE.    I just uploaded a video about it and took it.  Estrogen         Because it's estrogen from nature.   That's my girl.              That's why I feel fresh. I don't feel blank at all.   See?    You're going to walk now. How do you feel?    I'm so nervous now.  Trying to control my emotions.  Breathe like what mom Cindy taught me.,กิน เม็ดมาค่ะพี่นัท คือแบบตอนเช้าพึ่งลงคลิปให้เลย แล้วก็กินมา เป็นสารสกัดจาก จากธรรมชาติไง เออ นี่ไง นี่ก็เลยเฟรชแบบ ไม่เอ๋อ ไม่อ๊อง ไม่ดี๋ด๋าอะ นี่ เห็นมั้ยล่ะ กำลังจะเดินแล้ว เป็นไงมั่ง ตื่นเต้นค่ะ ตอนนี้ตื่นเต้นมาก พยายามควบคุมอารมณ์ หายใจที่แม่ซินดี้สอนมา,combined_wav2/combined_output_2_89.wav
89, My head is thinking about blogging.      Where should I pose and where should I look at the camera?  I practiced until half past midnight.    And I'm afraid that I will forget about blogging.    What's your best weapon for today?  Please tell the audience.  My best weapon is my confidence.,ตอนนี้ในหัวมีแต่บล็อกกิ้งว่ายังไงบ้าง เอ๊ะ จะโพสตรงไหน จิกต้องตรงไหนนะยังไง หนูซ้อมมาถึงเที่ยงคืนครึ่งอะไรอย่างงี้อะค่ะ แล้วกลัวการที่เราจะลืมว่าแบบบล็อกกิ้งมันอยู่ตรงไหน อะไรอย่างงี้ เอางี้ เรามีไม้เด็ดอะไรยังไง ไหนบอกคุณผู้ชมตรงนี้หน่อย ไม้เด็ดของหนูก็คือความมั่นหน้ามั่นใจ,combined_wav2/combined_output_2_90.wav
90,"   She's confident. She thinks she's pretty.    I think it's my cheerful personality.    Yeah, you look sweet.  1     Give me one thing that you can win the judges' hearts.  I believe that my clarity can win their hearts.    Flick your hair.",มันมั่น มันคิดว่ามันสวย คิดว่าเป็นความสดใสค่ะ ร่าเริง เออ หวานมาก ถ้าให้บอก อย่าง ที่คิดว่าจะชนะใจกรรมการคืออะไร หนูว่าความชัดเจนในตัวหนูนี่แหละที่จะมัดใจกรรมการ เออ สะบัดฟาร่าซักทีนึง,combined_wav2/combined_output_2_91.wav
91,"     1         Flick your pony tail once.   That's right.    2       There's something between you two?   Nothing.      Tell me honestly.          Is it sexually fluid or something?   No.  2   There's something between you two.      Tell me, whisper to my ear.        It's you.   What?",ไหนสะบัดหางม้า ปั๊วะ ๆ แมตช์ เออ ๆ ทำไม หล่อน คนเป็นอะไรกัน เปล่าค่ะ ไม่ อะไรเอาดี ๆ ยังไง ลื่นล้มทางเพศเหรอ หรืออะไรยังไง ไม่ มันมีอะไร คนนี้ อะ กระซิบบอกแม่เร็ว กระซิบบอกแม่ ยูแหละ ๆ อะไรล่ะ,combined_wav2/combined_output_2_92.wav
92," Why are you guys blushing?    It's a sexually fluid.        I'm serious.   I don't know.            OK, then. Let me ask you.  2   If there's only you two at the finals. 2     Will you let other win?  Who will win?  I will let her win.  Why so?",มึงเขินอะไรกัน ลื่นล้มเกิน จนสะดุดล้มแล้ว มึงเอาดี ๆ ไม่รู้ อะ ๆ มา ๆ เอางี้ ถามงี้ดีกว่า ถ้าเหลือ คนต้องจับมือกัน คนสุดท้าย จะยอมให้ใคร คิดว่าใครจะต้องมง หนูให้เค้า ทำไมอะ,combined_wav2/combined_output_2_93.wav
93," Because you always do your best.  That's blushing.  It's more than Y series.    It's Z series, b tch.      Nana, people will think it's real.  2022   I'm confused. It's really 2022.        Thank you guys.   Thank you.",ก็ยูทำดีทุกรอบไง มึงมันจั๊กกะจี๋เกิน มันยิ่งกว่าซีรีส์วาย มันคือซีรีส์แซดอะ อีดอก นานาเอาดี ๆ คนคิดจริงละนะ ฉันงง มาก ขอบคุณค่ะเด็ก ๆ ขอบคุณค่ะ,combined_wav2/combined_output_2_94.wav
